"folio","entidad","munici","mened","IA","numpeho","edadjef","sexojef","añosedu","alsa"
281731,28,38,0,1,3,59,0,19,1191
141316,14,97,0,0,2,56,0,19,0
10070,1,1,0,1,4,57,0,19,675
71500,7,101,1,1,5,35,0,19,715
121631,12,62,1,1,4,31,0,19,700
310488,31,50,1,0,5,44,0,19,1540
151507,15,81,0,0,1,65,0,19,217
321767,32,56,0,1,2,19,1,19,124
51069,5,30,1,1,4,44,0,19,1820
21627,2,4,1,0,3,57,0,19,348
81888,8,37,1,0,6,32,0,19,560
251069,25,10,1,1,5,33,0,19,990
20162,2,1,1,1,5,45,1,19,1005
81894,8,37,0,1,3,53,0,19,1044
141815,14,120,0,0,1,27,0,19,218
271105,27,8,1,0,5,65,0,19,574
130804,13,48,0,0,2,45,1,19,629
220704,22,14,1,0,5,38,0,19,875
81930,8,37,1,1,3,45,0,19,551
251758,25,15,1,1,6,37,0,19,236
50991,5,30,0,0,2,27,0,19,482
81931,8,37,1,1,6,45,0,19,384
71461,7,101,1,0,4,55,0,19,0
121149,12,35,1,0,4,41,0,19,760
231866,23,8,1,1,3,48,1,19,805
200701,20,124,0,0,3,69,1,19,1475
131350,13,63,0,0,5,52,0,19,1002
61027,6,7,1,1,5,45,0,19,750
71365,7,101,0,0,1,29,1,19,225
71428,7,101,1,0,4,46,0,19,830
150912,15,51,1,1,4,46,0,19,541
40029,4,1,1,0,5,50,0,19,963
200955,20,184,1,1,4,44,0,19,726
282242,28,41,1,1,4,54,0,19,1750
200667,20,123,1,1,6,47,0,19,810
120917,12,29,1,1,3,58,0,19,635
250182,25,1,0,0,4,50,0,19,940
171668,17,25,1,1,4,28,0,19,458
230136,23,1,0,0,2,39,0,19,480
191948,19,46,0,1,1,30,1,19,197
60164,6,2,1,0,3,45,0,19,574
181149,18,17,1,0,4,45,1,19,0
180802,18,15,0,1,2,53,0,19,1073
310791,31,50,1,1,3,51,0,19,503
120319,12,1,1,1,4,36,0,19,887
161148,16,79,1,0,4,40,0,19,540
170996,17,11,0,0,1,40,1,19,0
150004,15,13,0,0,2,60,0,19,347
160907,16,65,1,1,6,54,0,19,577
61793,6,10,1,0,4,29,0,19,785
300745,30,87,1,0,7,40,0,19,1130
221570,22,16,1,0,3,51,0,19,1400
141519,14,100,0,0,2,57,0,19,263
51537,5,35,1,0,4,49,0,19,1057
181192,18,17,1,0,5,41,0,19,443
51540,5,35,1,0,4,31,0,19,717
61768,6,10,0,1,2,30,0,19,650
51582,5,35,1,0,4,29,0,19,777
51585,5,35,0,0,2,56,0,19,1565
160689,16,53,0,1,3,55,0,19,947
150257,15,25,1,1,4,44,0,19,971
300377,30,48,0,0,4,54,0,19,618
90025,9,2,1,1,5,43,0,19,1180
321795,32,56,1,0,4,31,1,19,660
150143,15,19,1,1,2,48,0,19,389
61749,6,10,0,0,2,38,0,19,411
191377,19,39,1,0,6,55,0,19,988
140586,14,39,1,0,6,51,0,19,1810
192064,19,46,1,0,6,54,0,19,1220
301714,30,192,0,1,3,59,0,19,435
40622,4,2,1,1,4,53,0,19,1001
152239,15,121,1,1,3,26,0,19,290
161292,16,88,0,1,1,25,0,19,0
141115,14,85,1,1,5,35,0,19,861
140026,14,2,1,0,3,27,0,19,882
61654,6,10,1,0,4,51,0,19,900
300767,30,87,0,0,3,70,1,19,365
61080,6,7,1,0,3,48,0,19,998
130933,13,48,1,1,4,45,0,19,495
80605,8,19,0,0,1,77,0,19,1124
51762,5,35,1,1,5,54,0,19,530
51765,5,35,1,0,6,32,1,19,810
80778,8,21,0,0,1,45,0,19,545
220952,22,14,1,0,4,42,0,19,1330
10399,1,1,1,0,3,37,0,19,0
91966,9,14,0,0,2,34,1,19,700
160729,16,53,0,0,2,66,1,19,1320
50535,5,18,1,0,3,34,0,19,1130
271584,27,13,1,1,4,32,0,19,1170
250018,25,1,0,1,4,64,1,19,2440
270199,27,2,0,0,3,83,0,19,405
211952,21,197,1,1,6,45,0,19,495
31735,3,8,1,1,5,34,0,19,925
150185,15,20,0,1,3,55,0,19,482
160494,16,52,1,0,5,46,0,19,1360
250740,25,6,1,1,5,46,0,19,540
20902,2,2,1,1,4,49,0,19,990
190177,19,6,1,0,5,36,0,19,581
22070,2,4,1,0,4,39,0,19,762
160910,16,65,1,1,8,64,0,19,710
60002,6,1,1,1,3,35,1,19,840
261257,26,30,1,0,5,39,0,19,1175
290040,29,5,1,1,4,30,0,19,409
110632,11,17,0,0,3,54,0,19,300
20629,2,2,1,0,4,43,0,19,820
60081,6,1,1,0,3,45,0,19,412
130506,13,28,0,0,2,23,0,19,240
40406,4,2,0,0,2,41,0,19,455
151465,15,77,1,1,7,33,0,19,565
131496,13,71,1,1,4,44,0,19,287
20570,2,2,0,0,2,23,1,19,745
211038,21,114,1,1,4,33,0,19,462
11213,1,1,1,0,6,46,0,19,424
60297,6,2,0,0,3,28,0,19,630
140516,14,39,1,1,4,53,0,19,739
321804,32,56,1,0,4,45,0,19,482
80128,8,9,1,0,4,30,1,19,452
291368,29,33,0,0,1,57,0,19,470
270843,27,4,1,1,4,36,0,19,612
91378,9,10,1,1,5,51,1,19,870
260175,26,16,0,1,2,31,1,19,479
61010,6,7,1,1,2,31,1,19,788
61295,6,9,1,1,5,68,0,19,1611
160719,16,53,0,0,5,47,0,19,774
60196,6,2,0,0,4,66,0,19,1365
20412,2,1,1,1,5,51,0,19,1090
221812,22,18,0,0,4,48,1,19,755
130850,13,48,1,1,5,45,0,19,585
80162,8,10,1,0,4,24,0,19,781
10406,1,1,1,0,5,44,0,19,495
81172,8,32,1,1,4,32,0,19,490
231389,23,5,1,0,4,44,0,19,783
80809,8,21,1,0,4,34,0,19,1720
280373,28,9,0,0,3,48,1,19,507
81142,8,32,1,0,5,27,1,19,590
260746,26,30,0,0,2,68,0,19,401
30184,3,1,1,0,4,44,0,19,861
81129,8,32,0,0,2,54,0,19,210
180075,18,2,1,1,4,29,0,19,70
181522,18,17,0,1,1,19,1,19,510
100354,10,5,1,0,4,33,0,19,510
271061,27,6,1,0,3,41,0,19,597
221182,22,14,1,1,3,49,0,19,1232
250622,25,6,1,0,5,41,0,19,1265
160963,16,69,1,0,6,48,0,19,655
60360,6,2,0,0,4,60,0,19,1125
300732,30,87,0,1,2,22,0,19,325
151996,15,106,1,1,5,33,0,19,1160
221286,22,14,1,1,3,45,0,19,710
161451,16,102,1,1,5,48,0,19,780
80951,8,27,0,1,2,54,1,19,505
270616,27,4,1,1,3,57,0,19,626
60405,6,2,1,1,4,33,0,19,420
31893,3,8,0,0,3,50,0,19,1256
21749,2,4,0,0,5,48,0,19,887
231353,23,5,1,0,6,30,1,19,928
60703,6,5,0,0,3,62,0,19,500
170768,17,7,1,1,5,40,0,19,605
92057,9,15,1,0,4,29,0,19,651
320075,32,5,1,0,3,28,1,19,405
61104,6,7,1,0,2,30,1,19,430
311449,31,64,1,1,4,35,0,19,615
221010,22,14,0,0,2,63,0,19,1780
92035,9,15,0,0,1,32,1,19,230
61045,6,7,1,0,4,40,0,19,592
170599,17,7,1,0,4,52,0,19,654
121653,12,62,0,1,3,54,0,19,539
261759,26,47,1,1,4,27,0,19,880
210222,21,27,1,1,5,46,0,19,40
60512,6,4,1,0,3,52,0,19,779
290136,29,5,1,1,3,25,0,19,585
31076,3,3,0,1,2,58,0,19,433
260840,26,30,0,1,1,35,1,19,0
60975,6,7,0,1,2,50,1,19,484
281404,28,32,1,0,4,23,0,19,432
231752,23,6,1,1,5,25,1,19,533
140891,14,63,0,0,1,22,0,19,837
20943,2,2,0,0,2,64,0,19,473
190840,19,26,0,0,1,34,0,19,355
281820,28,38,1,0,4,51,0,19,838
60917,6,7,0,0,1,33,0,19,0
130179,13,8,1,1,6,51,0,19,2032
50757,5,25,1,0,5,43,0,19,920
60594,6,4,1,1,5,39,0,19,691
80460,8,19,0,0,2,66,0,19,513
161328,16,88,1,0,4,46,0,19,651
80471,8,19,0,0,4,51,0,19,1080
271783,27,17,1,1,2,81,0,19,304
220867,22,14,0,0,2,44,0,19,404
61804,6,10,1,1,6,47,0,19,1670
241673,24,37,1,1,2,49,1,19,240
151415,15,70,1,0,6,55,0,19,1536
250846,25,6,0,1,2,23,0,19,430
40223,4,2,0,0,3,66,1,19,868
180397,18,8,0,0,1,43,1,19,580
81936,8,37,0,1,2,40,0,19,940
70525,7,40,0,0,3,54,1,19,369
60685,6,5,1,0,4,44,0,19,481
20820,2,2,0,0,1,48,0,19,340
151512,15,81,1,1,4,33,0,19,530
60844,6,7,1,1,4,65,0,19,750
211298,21,114,1,1,4,31,0,19,1180
160823,16,56,0,1,3,46,0,19,735
282226,28,41,0,0,4,60,0,19,1270
211035,21,114,0,1,4,57,0,19,400
50660,5,25,1,0,3,30,1,19,670
71211,7,89,0,1,1,28,0,19,534
150852,15,42,0,0,4,54,0,19,834
171336,17,18,0,0,5,48,0,19,920
71159,7,89,0,1,2,21,1,19,175
260621,26,26,1,1,5,42,1,19,420
41036,4,3,1,0,6,52,1,19,1795
240525,24,20,1,1,5,43,0,19,431
70753,7,59,1,1,6,49,0,19,752
161500,16,102,0,0,1,55,0,19,205
51037,5,30,1,0,5,48,0,19,937
70763,7,59,1,0,3,31,0,19,596
110060,11,3,1,0,3,47,0,19,655
20628,2,2,1,0,4,38,0,19,890
300395,30,48,1,0,4,35,0,19,479
311729,31,96,1,1,3,40,0,19,420
280362,28,9,0,1,1,42,0,19,130
191915,19,46,1,1,5,58,0,19,513
20036,2,1,1,0,3,33,0,19,500
301882,30,199,1,0,4,40,0,19,801
50472,5,18,1,1,4,37,0,19,1285
71097,7,89,0,0,4,62,0,19,888
10104,1,1,0,0,1,79,1,19,435
50830,5,25,0,0,2,33,0,19,860
191244,19,39,1,0,5,45,0,19,800
300055,30,14,1,1,5,39,0,19,684
100620,10,5,1,1,3,51,1,19,1195
181093,18,17,0,0,1,56,0,19,0
291222,29,33,0,0,3,69,0,19,295
71202,7,89,0,0,2,39,0,19,234
50505,5,18,1,0,5,41,0,19,750
50980,5,30,1,1,5,40,1,19,389
290116,29,5,1,1,3,31,0,19,711
140569,14,39,0,1,6,53,0,19,1333
161799,16,112,0,1,2,26,0,19,301
160721,16,53,0,0,1,50,0,19,362
191947,19,46,1,1,5,34,0,19,2690
301580,30,186,1,0,3,35,0,19,650
90080,9,3,0,0,4,59,1,19,1180
90078,9,3,1,0,4,44,0,19,900
171630,17,24,0,1,4,46,0,19,948
271574,27,13,0,1,3,87,0,19,805
30427,3,2,1,0,4,35,0,19,500
30164,3,1,1,1,3,23,0,19,920
120958,12,29,1,1,3,43,0,19,359
110068,11,3,1,0,4,33,0,19,600
50297,5,10,1,0,4,43,0,19,210
100131,10,5,0,0,5,56,0,19,865
31080,3,3,0,0,3,21,0,19,659
90663,9,6,0,1,4,67,1,19,1580
90059,9,2,0,0,2,33,0,19,118
181086,18,17,1,0,3,65,0,19,721
260689,26,29,1,0,4,37,0,19,801
51595,5,35,1,0,4,47,0,19,1330
50272,5,10,0,0,4,52,0,19,1500
291493,29,36,0,1,2,53,1,19,705
211024,21,114,1,0,4,71,0,19,1080
11641,1,6,1,0,6,44,0,19,440
291350,29,33,1,0,4,49,0,19,690
210812,21,114,0,0,2,68,0,19,680
310334,31,36,1,1,3,29,0,19,1340
30688,3,3,1,1,4,25,0,19,1130
90265,9,4,1,0,5,38,0,19,766
71028,7,78,0,1,2,33,0,19,294
140966,14,67,0,1,2,57,1,19,300
50244,5,10,1,0,5,40,0,19,1310
51509,5,33,1,0,3,29,0,19,997
181357,18,17,0,1,3,64,0,19,515
221581,22,16,0,0,2,66,0,19,385
250447,25,6,1,1,3,42,0,19,1250
71019,7,78,0,1,5,24,1,19,570
130941,13,48,1,1,4,33,0,19,390
211189,21,114,1,0,4,42,0,19,900
51101,5,30,1,1,5,29,0,19,660
220245,22,6,0,0,2,41,1,19,316
90854,9,7,1,1,3,40,0,19,1230
90330,9,5,1,0,3,31,0,19,326
81799,8,37,0,1,2,26,1,19,290
41540,4,5,0,1,1,62,0,19,115
260616,26,26,1,1,4,33,0,19,375
70944,7,73,1,1,4,57,0,19,475
91970,9,14,0,1,1,77,1,19,40
32059,3,8,0,0,3,58,0,19,536
140039,14,9,0,0,7,29,0,19,180
231084,23,5,1,1,4,50,0,19,1200
90360,9,5,1,1,4,52,0,19,1270
310845,31,50,1,1,4,39,0,19,805
240878,24,28,0,0,4,55,0,19,900
70926,7,73,1,1,5,38,0,19,1540
260504,26,25,1,0,4,45,1,19,543
181194,18,17,1,0,4,27,0,19,702
31516,3,8,1,1,4,45,0,19,1037
280798,28,22,0,1,1,56,1,19,510
192021,19,46,1,1,5,38,0,19,1442
251191,25,11,0,0,1,66,1,19,592
290589,29,14,1,0,6,38,0,19,510
240733,24,28,0,1,2,61,1,19,517
201886,20,565,1,1,4,29,0,19,952
221145,22,14,1,1,6,46,0,19,910
160483,16,52,0,0,2,36,0,19,1380
61896,6,10,1,0,4,47,0,19,640
20289,2,1,0,0,1,26,0,19,0
130517,13,28,0,0,2,52,0,19,573
212029,21,208,1,0,4,36,0,19,1080
71094,7,89,0,0,3,52,0,19,575
100958,10,7,0,1,6,50,1,19,1615
270775,27,4,0,0,3,57,0,19,1196
260698,26,29,0,0,1,72,0,19,304
260822,26,30,1,1,3,28,0,19,460
250703,25,6,1,0,4,32,0,19,730
91289,9,9,0,0,2,62,0,19,287
91280,9,8,1,0,4,49,0,19,956
130521,13,28,1,1,6,47,1,19,960
241641,24,37,0,0,2,36,0,19,1142
240736,24,28,1,1,6,68,1,19,1880
21512,2,4,1,1,6,62,0,19,1300
191922,19,46,1,0,5,38,0,19,245
230008,23,1,0,1,3,67,1,19,690
250752,25,6,0,0,3,63,0,19,0
170359,17,6,0,0,4,79,0,19,1100
100959,10,7,0,0,2,52,0,19,510
40296,4,2,0,0,2,75,0,19,1137
111086,11,20,1,0,4,37,0,19,782
231620,23,5,1,0,4,45,0,19,885
211008,21,114,1,0,5,43,0,19,1270
300424,30,53,1,1,4,43,0,19,614
100991,10,7,0,0,2,22,0,19,360
40248,4,2,0,0,3,57,0,19,415
110579,11,15,0,0,3,56,1,19,1620
221547,22,16,1,0,4,36,0,19,752
101201,10,12,1,0,4,36,0,19,650
111255,11,25,1,1,5,44,0,19,476
111127,11,20,1,0,6,40,0,19,789
110061,11,3,0,1,3,53,0,19,1116
121226,12,38,1,1,3,58,1,19,610
111151,11,20,1,0,7,57,0,19,738
30080,3,1,0,1,1,27,0,19,1010
270906,27,5,1,1,4,46,0,19,256
142046,14,120,1,0,5,42,0,19,1425
41130,4,3,1,0,5,42,0,19,1000
121518,12,55,1,0,6,30,0,19,1065
51789,5,35,1,0,5,37,0,19,751
220256,22,6,0,0,2,34,0,19,135
240317,24,13,1,1,5,45,0,19,885
100643,10,5,1,0,5,40,0,19,1060
231333,23,5,0,1,3,29,0,19,457
282096,28,41,0,1,4,58,0,19,404
160340,16,45,1,1,3,27,0,19,404
161452,16,102,1,0,3,25,0,19,900
20985,2,2,1,0,5,53,0,19,0
221231,22,14,1,1,3,70,0,19,956
210986,21,114,0,1,3,59,0,19,790
200453,20,67,1,0,3,28,0,19,588
51381,5,30,1,1,5,41,0,19,783
51175,5,30,0,0,1,34,1,19,875
191939,19,46,0,0,3,54,1,19,527
101817,10,38,1,1,6,43,0,19,680
281070,28,27,1,1,5,51,0,19,260
260373,26,18,1,0,4,29,0,19,522
50056,5,2,1,1,5,39,0,19,299
120956,12,29,0,0,2,52,0,19,661
120955,12,29,1,1,4,48,0,19,925
151921,15,106,0,0,3,59,1,19,470
10452,1,1,1,0,4,45,0,19,1010
81879,8,37,0,0,5,49,0,19,846
131113,13,51,1,0,3,28,0,19,680
321678,32,53,1,0,3,27,0,19,325
61014,6,7,1,1,5,46,0,19,750
50198,5,9,1,1,5,34,0,19,697
260401,26,18,1,1,4,43,1,19,636
92126,9,15,1,1,4,37,0,19,575
311150,31,50,0,1,5,73,0,19,196
161350,16,88,1,0,3,36,0,19,160
190755,19,26,1,1,9,61,0,19,1660
200287,20,45,0,1,2,68,0,19,370
191296,19,39,1,1,3,51,0,19,1395
11139,1,1,1,1,4,31,0,19,632
20261,2,1,1,0,4,38,0,19,47
30568,3,3,1,0,5,64,0,19,1430
200904,20,184,1,0,2,64,1,19,1192
40919,4,3,1,0,5,38,0,19,2305
130168,13,8,1,0,7,60,0,19,1248
51603,5,35,0,1,2,48,1,19,217
250629,25,6,1,1,5,36,1,19,1135
280614,28,21,1,1,6,39,0,19,590
221115,22,14,1,0,4,30,0,19,798
200708,20,124,1,0,5,42,0,19,924
261879,26,55,0,0,1,51,0,19,340
20642,2,2,0,0,1,45,0,19,659
160531,16,53,1,1,4,42,0,19,410
121327,12,46,0,1,1,23,0,19,10
310052,31,4,1,1,3,30,0,19,560
181372,18,17,1,0,3,33,1,19,360
140842,14,53,1,1,4,28,1,19,880
281307,28,32,0,0,3,66,1,19,665
270617,27,4,0,1,1,47,1,19,400
80538,8,19,0,0,3,65,0,19,995
291472,29,36,1,0,4,65,1,19,681
50532,5,18,1,1,3,50,0,19,519
170701,17,7,0,1,1,28,1,19,264
131633,13,77,1,1,3,38,0,19,780
90631,9,6,0,0,2,59,0,19,773
191556,19,39,1,0,4,42,0,19,1050
310802,31,50,1,1,5,49,0,19,627
100250,10,5,1,1,8,50,0,19,976
121058,12,35,1,0,5,51,0,19,605
220798,22,14,1,0,4,39,0,19,479
120346,12,1,1,1,4,52,1,19,770
151614,15,92,1,0,4,49,0,19,950
211220,21,114,1,0,3,36,0,19,700
111411,11,28,1,1,4,34,0,19,1160
250066,25,1,0,0,3,54,0,19,255
280633,28,21,1,1,5,47,0,19,368
130472,13,27,1,1,4,37,0,19,555
120002,12,1,1,1,3,39,0,19,556
190948,19,26,1,1,4,41,0,19,693
31177,3,3,1,1,3,36,0,19,505
160692,16,53,1,0,3,37,0,19,472
120219,12,1,1,1,6,43,0,19,1851
50960,5,30,0,0,4,63,0,19,696
130634,13,30,0,0,2,48,1,19,750
10362,1,1,1,0,6,61,0,19,880
51617,5,35,1,0,3,54,0,19,563
80832,8,21,1,0,3,34,0,19,317
301795,30,193,0,0,5,28,0,19,1361
290767,29,18,0,0,2,43,0,19,536
181274,18,17,1,0,3,31,0,19,493
121100,12,35,1,0,7,48,1,19,1110
11125,1,1,1,0,4,33,0,19,1070
20976,2,2,1,0,4,51,0,19,206
270614,27,4,0,0,5,55,0,19,1005
231323,23,5,0,0,3,51,0,19,0
82069,8,52,1,1,4,36,0,19,740
31614,3,8,1,1,3,34,0,19,761
160086,16,17,1,0,3,54,0,19,736
311195,31,50,0,0,1,31,0,19,400
31477,3,8,0,0,2,62,0,19,726
280319,28,9,0,1,2,21,0,19,20
91363,9,10,0,0,2,82,0,19,306
110395,11,8,1,0,6,48,0,19,990
181534,18,17,1,0,4,38,0,19,296
120931,12,29,0,1,2,23,0,19,460
121077,12,35,1,1,5,48,0,19,400
41379,4,4,1,0,3,33,0,19,809
230385,23,4,1,0,3,35,1,19,680
91992,9,14,0,0,3,56,1,19,215
80761,8,19,0,1,1,33,0,19,382
230421,23,4,1,0,3,57,0,19,160
310872,31,50,1,0,3,32,0,19,765
91216,9,8,0,1,6,53,0,19,1268
280684,28,22,0,1,3,43,1,19,643
41089,4,3,1,1,4,40,0,19,1030
291336,29,33,0,0,3,55,1,19,876
200141,20,26,1,1,7,46,0,19,1650
151525,15,90,1,1,7,48,0,19,1389
230903,23,5,0,1,1,21,1,19,0
291208,29,33,1,1,4,36,0,19,750
211258,21,114,1,0,3,44,0,19,1490
151560,15,90,0,0,2,52,1,19,435
170803,17,7,0,0,4,65,0,19,967
92215,9,16,0,1,1,80,0,19,367
282218,28,41,1,1,6,49,0,19,615
231347,23,5,1,0,4,40,0,19,951
270820,27,4,0,0,5,62,0,19,1177
71382,7,101,1,1,2,26,1,19,1080
90581,9,6,1,1,4,34,0,19,920
300739,30,87,0,0,3,52,0,19,963
20984,2,2,0,0,2,59,0,19,575
180133,18,4,1,0,6,52,0,19,1070
50990,5,30,0,1,2,21,0,19,415
40172,4,2,0,0,1,26,0,19,115
230350,23,4,1,0,3,54,0,19,736
32074,3,8,1,1,5,37,0,19,1187
210897,21,114,0,1,2,48,1,19,217
91866,9,13,1,1,5,38,0,19,445
40929,4,3,1,0,4,34,0,19,1090
250426,25,6,0,1,2,46,0,19,1395
61683,6,10,0,1,1,56,0,19,10
211362,21,119,1,0,3,30,0,19,1135
152265,15,121,0,0,2,59,0,19,345
290993,29,28,0,1,4,45,1,19,650
40768,4,2,1,0,4,48,0,19,1132
92297,9,17,1,0,5,62,0,19,909
120786,12,24,0,1,2,48,0,19,237
191136,19,33,0,0,5,58,0,19,1320
131173,13,51,0,0,3,58,1,19,790
92223,9,16,1,1,4,38,0,19,1595
320828,32,23,0,0,2,21,1,19,468
101193,10,12,1,0,3,52,0,19,782
30058,3,1,1,0,4,37,0,19,661
30528,3,3,1,0,5,48,0,19,555
141693,14,110,1,1,3,27,0,19,638
270324,27,3,1,0,5,26,0,19,450
211149,21,114,1,0,4,47,0,19,430
231824,23,7,1,0,3,32,0,19,430
240236,24,13,1,1,4,25,1,19,720
220528,22,11,0,0,1,49,0,19,184
40358,4,2,0,0,2,67,0,19,565
11104,1,1,1,0,5,37,0,19,840
51503,5,33,1,0,5,43,0,19,563
260515,26,25,1,1,4,31,0,19,1045
260335,26,18,1,0,5,36,0,19,985
140057,14,9,1,0,4,37,0,19,917
231013,23,5,0,0,2,47,0,19,999
161315,16,88,0,0,2,40,1,19,374
171159,17,12,0,0,3,71,0,19,1002
311523,31,79,0,0,2,66,0,19,853
181481,18,17,0,1,3,47,1,19,900
171179,17,12,1,0,5,46,0,19,628
190664,19,26,0,1,2,55,1,19,933
221131,22,14,0,1,2,44,0,19,240
240318,24,13,1,1,4,32,1,19,650
61125,6,7,1,0,3,36,0,19,1520
211030,21,114,0,0,2,65,0,19,740
41128,4,3,0,0,2,53,0,19,1155
141424,14,98,0,0,3,62,0,19,774
290828,29,21,1,1,5,59,0,19,423
220908,22,14,0,0,6,60,0,19,2010
40329,4,2,1,1,5,27,0,19,650
20724,2,2,0,1,3,26,0,19,310
30526,3,3,1,1,5,52,0,19,440
270766,27,4,1,1,5,36,0,19,910
160599,16,53,0,0,2,46,1,19,910
300608,30,73,1,1,3,24,0,19,289
111066,11,20,1,0,4,51,0,19,468
161497,16,102,1,1,3,33,0,19,580
101587,10,28,1,0,6,46,0,19,0
221791,22,18,1,1,5,52,0,19,965
200395,20,67,0,1,4,49,0,19,750
281166,28,27,1,0,5,40,0,19,692
130418,13,23,0,0,2,47,0,19,337
221193,22,14,1,1,3,42,0,19,721
20758,2,2,1,1,5,33,0,19,870
260293,26,18,0,0,2,62,0,19,1040
100963,10,7,0,0,2,55,1,19,670
100990,10,7,0,0,2,39,1,19,680
131134,13,51,1,1,3,42,1,19,869
121728,12,68,0,0,2,63,0,19,341
190838,19,26,1,1,3,65,0,19,1220
300120,30,28,1,1,4,43,1,19,1059
40196,4,2,0,0,2,20,1,19,730
90260,9,4,1,0,4,37,0,19,980
61524,6,9,1,0,4,34,0,19,730
130962,13,50,0,0,2,44,1,19,450
20240,2,1,0,0,2,24,1,19,504
90779,9,7,0,0,3,80,0,19,1062
100553,10,5,1,1,3,36,0,19,564
60194,6,2,0,0,2,56,0,19,507
301759,30,193,1,0,5,31,0,19,1090
21893,2,4,1,1,4,44,0,19,619
40259,4,2,0,1,2,66,0,19,570
140409,14,39,0,1,6,55,0,19,0
251418,25,12,1,0,5,44,0,19,1355
220955,22,14,0,0,3,54,1,19,629
111266,11,25,1,1,5,35,0,19,770
220812,22,14,1,0,6,51,0,19,1045
231093,23,5,1,1,5,36,0,19,440
191183,19,35,1,0,4,46,0,19,1056
200035,20,14,0,0,1,65,0,19,58
150729,15,39,1,1,4,29,0,19,1040
301347,30,144,1,1,4,55,0,19,1053
81793,8,37,0,0,1,54,0,19,460
250449,25,6,1,0,3,30,1,19,399
10691,1,1,1,1,4,31,0,19,595
310206,31,32,1,1,3,28,0,19,665
101056,10,7,1,0,7,45,1,19,250
10722,1,1,1,0,3,46,0,19,820
120622,12,18,0,1,2,42,1,19,290
151127,15,58,0,0,3,66,0,19,1085
101122,10,8,1,0,5,54,0,19,397
82056,8,52,0,0,2,56,0,19,460
230731,23,5,1,0,4,30,0,19,496
232071,23,8,0,0,3,34,1,19,0
81336,8,37,0,1,2,56,0,19,177
120142,12,1,1,1,4,42,0,19,930
181092,18,17,0,0,3,43,1,19,770
270176,27,2,1,1,3,33,0,19,390
160469,16,52,0,0,2,62,0,19,810
201300,20,318,1,0,4,49,0,19,880
210206,21,19,0,1,2,48,1,19,560
90997,9,7,0,1,4,53,0,19,570
120630,12,18,1,1,3,34,1,19,449
291110,29,31,0,0,2,32,0,19,623
120020,12,1,1,0,8,34,1,19,1911
50978,5,30,0,0,2,28,0,19,312
160004,16,6,0,0,2,27,1,19,0
300403,30,48,1,1,3,39,0,19,1008
171180,17,13,1,1,4,54,0,19,662
100803,10,7,1,1,8,52,0,19,550
100804,10,7,0,1,4,50,0,19,884
130419,13,23,0,1,2,52,0,19,556
161311,16,88,1,0,5,46,0,19,780
301001,30,118,1,0,4,38,0,19,1330
200948,20,184,1,1,4,35,0,19,946
10429,1,1,0,1,1,20,0,19,17
300383,30,48,0,0,2,50,0,19,493
130172,13,8,1,0,4,50,1,19,606
10357,1,1,1,0,4,37,0,19,1045
41121,4,3,0,0,2,52,0,19,706
111558,11,32,1,0,4,33,0,19,455
111007,11,20,1,1,4,49,0,19,510
22191,2,4,1,0,4,72,0,19,620
231172,23,5,1,0,3,31,0,19,500
10700,1,1,1,1,3,40,0,19,960
301578,30,186,1,1,4,57,0,19,900
40032,4,1,0,1,1,56,1,19,850
30101,3,1,0,1,3,53,0,19,1317
250548,25,6,0,0,4,66,0,19,795
101343,10,12,1,1,4,38,0,19,364
250473,25,6,1,0,5,46,0,19,740
70607,7,46,1,0,4,48,0,19,1430
290227,29,6,1,1,3,45,0,19,399
90605,9,6,0,0,2,28,1,19,614
21216,2,3,1,1,5,43,0,19,1150
131258,13,60,1,1,2,27,1,19,440
231387,23,5,1,1,3,31,0,19,670
121076,12,35,1,1,4,35,0,19,980
280453,28,12,1,0,3,45,0,19,654
90107,9,3,1,1,8,67,0,19,615
21407,2,4,0,1,2,40,0,19,580
41040,4,3,1,1,3,29,0,19,520
171362,17,18,0,0,2,81,0,19,1163
290330,29,10,1,0,5,48,0,19,441
131646,13,77,0,0,2,33,0,19,580
71456,7,101,0,1,5,54,1,19,1410
41587,4,5,1,1,4,24,0,19,316
310950,31,50,0,0,2,66,0,19,580
281553,28,32,1,1,5,45,0,19,1130
250015,25,1,0,0,3,57,0,19,2100
210856,21,114,1,0,4,48,0,19,945
40184,4,2,0,0,2,48,0,19,517
40912,4,3,1,0,5,47,0,19,1425
111123,11,20,0,1,2,40,0,19,574
241081,24,28,0,0,2,66,0,19,633
141127,14,85,0,0,4,57,0,19,2080
60025,6,1,1,0,5,47,0,19,520
240222,24,11,1,1,5,30,0,19,689
262005,26,72,1,1,4,37,0,19,507
181142,18,17,0,0,1,19,1,19,42
240698,24,25,0,1,3,49,0,19,758
200001,20,14,0,0,1,32,1,19,920
190659,19,26,0,0,2,60,0,19,950
291044,29,31,0,0,2,26,0,19,232
40209,4,2,1,1,5,35,0,19,130
311512,31,79,1,1,5,56,0,19,1610
181090,18,17,1,0,3,40,0,19,910
301381,30,144,1,1,5,45,0,19,1125
140857,14,53,1,0,3,33,0,19,790
121071,12,35,1,1,3,39,1,19,347
181102,18,17,0,1,2,67,0,19,1165
80846,8,21,1,0,4,38,0,19,535
250625,25,6,1,0,6,54,0,19,1269
